# wavenumber (k), Specular Transmittance [-]
235.27233000,  0.00288000
235.51339000,  0.00297000
235.75445000,  0.00308000
235.99551000,  0.00315000
236.23656000,  0.00311000
236.47762000,  0.00300000
236.71868000,  0.00288000
236.95974000,  0.00283000
237.20079000,  0.00285000
237.44185000,  0.00286000
237.68291000,  0.00281000
237.92397000,  0.00271000
238.16503000,  0.00265000
238.40608000,  0.00269000
238.64714000,  0.00286000
238.88820000,  0.00306000
239.12926000,  0.00316000
239.37031000,  0.00308000
239.61137000,  0.00285000
239.85243000,  0.00260000
240.09349000,  0.00245000
240.33454000,  0.00242000
240.57560000,  0.00249000
240.81666000,  0.00264000
241.05772000,  0.00289000
241.29878000,  0.00319000
241.53983000,  0.00344000
241.78089000,  0.00351000
242.02195000,  0.00334000
242.26301000,  0.00297000
242.50406000,  0.00259000
242.74512000,  0.00232000
242.98618000,  0.00218000
243.22724000,  0.00212000
243.46830000,  0.00210000
243.70935000,  0.00211000
243.95041000,  0.00216000
244.19147000,  0.00225000
244.43253000,  0.00230000
244.67358000,  0.00226000
244.91464000,  0.00211000
245.15570000,  0.00198000
245.39676000,  0.00205000
245.63781000,  0.00239000
245.87887000,  0.00291000
246.11993000,  0.00335000
246.36099000,  0.00355000
246.60205000,  0.00351000
246.84310000,  0.00338000
247.08416000,  0.00334000
247.32522000,  0.00343000
247.56628000,  0.00356000
247.80733000,  0.00363000
248.04839000,  0.00362000
248.28945000,  0.00359000
248.53051000,  0.00360000
248.77156000,  0.00362000
249.01262000,  0.00354000
249.25368000,  0.00329000
249.49474000,  0.00290000
249.73580000,  0.00254000
249.97685000,  0.00236000
250.21791000,  0.00240000
250.45897000,  0.00258000
250.70003000,  0.00279000
250.94108000,  0.00293000
251.18214000,  0.00307000
251.42320000,  0.00325000
251.66426000,  0.00346000
251.90532000,  0.00357000
252.14637000,  0.00354000
252.38743000,  0.00340000
252.62849000,  0.00322000
252.86955000,  0.00311000
253.11060000,  0.00317000
253.35166000,  0.00336000
253.59272000,  0.00358000
253.83378000,  0.00375000
254.07483000,  0.00383000
254.31589000,  0.00379000
254.55695000,  0.00364000
254.79801000,  0.00336000
255.03907000,  0.00299000
255.28012000,  0.00257000
255.52118000,  0.00216000
255.76224000,  0.00185000
256.00330000,  0.00168000
256.24435000,  0.00168000
256.48541000,  0.00178000
256.72647000,  0.00186000
256.96753000,  0.00200000
257.20858000,  0.00220000
257.44964000,  0.00242000
257.69070000,  0.00256000
257.93176000,  0.00256000
258.17282000,  0.00239000
258.41387000,  0.00211000
258.65493000,  0.00185000
258.89599000,  0.00172000
259.13705000,  0.00180000
259.37810000,  0.00206000
259.61916000,  0.00244000
259.86022000,  0.00282000
260.10128000,  0.00308000
